taxid	kindom	phylum	class	order	family	genus	species
1434103	Archaea	Methanobacteriota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. WWM596
1982084	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Korravirus	Korravirus pumancara
2560848	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Sanovirus	Xylella virus Sano
2599819	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. TM102
2675788	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified Enterobacteriaceae genus	Enterobacteriaceae endosymbiont of Donacia versicolorea
2733604	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Autographiviridae	Drulisvirus	Drulisvirus KpV74
2745509	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas monsensis
2845388	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ceduovirus	Ceduovirus CHPC116
2884805	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. HN2
2905570	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Lispiviridae	unclassified Lispiviridae genus	Guiyang lispivirus 1
2955533	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Bragavirus	Bragavirus p43
2955985	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Vilyaviridae	Herugrimvirus	Herugrimvirus gladden
92644	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces malaysiensis
3038653	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea sp. DA94
1755504	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. DY-1
3074147	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. SG20052
660522	Archaea	Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloplanus	Haloplanus aerogenes
3031114	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Spongiactinospora	Spongiactinospora sp. TRM90649
1603555	Archaea	Nitrososphaerota	unclassified Nitrososphaerota class	unclassified Nitrososphaerota order	unclassified Nitrososphaerota family	Candidatus Nitrosotenuis	Candidatus Nitrosotenuis cloacae
2950541	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor sp. GZWM139
160825	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas koreensis
2487887	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. KU43P
658629	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sessilinigenes
2175660	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium sp. MCJR17_043
3071081	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. HL-AS1
2747817	Archaea	Methanobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas halophila
680118	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter tenebrarum
2269	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum pendens
2884482	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia endosymbiont of Ceutorhynchus assimilis
82989	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella ferragutiae
1500687	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. St29
2734576	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Salmonpoxvirus	Salmon gillpox virus
693750	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella sp. BO2
1200300	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius	Thermogladius calderae
2871174	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	Stenotrophomonas sp. DR822
2895472	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. B21-012
2845413	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Skunavirus	Skunavirus LP1502a
2529386	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. SYJ
2656554	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Quhwahvirus	Microbacterium phage Teamocil
2500132	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. N18-03635
2845165	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ceduovirus	Ceduovirus cv50504
2886361	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. HN8-3
2077137	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae complex sp. FDA-CDC-AR_0132
38322	Bacteria	Thermotogota	Thermotogae	Thermotogales	Thermotogaceae	Pseudothermotoga	Pseudothermotoga elfii
1179675	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. KBS0801
1255301	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Marseilleviridae	unclassified Marseilleviridae genus	Tunisvirus
1327989	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia sp. FS14
2845164	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ceduovirus	Ceduovirus cv50102
2895496	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. B21-059
2921528	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FSL M7-0003
2955428	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Bernalvirus	Bernalvirus mendokysei
2955956	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Glaucusvirus	Glaucusvirus ssm5
1821625	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. VN1
2587861	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Stappiaceae	Labrenzia	Labrenzia sp. THAF82
1933904	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella sp. WD16.2
32052	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 8020
2856338	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FDAARGOS_1420
1874277	Archaea	Nitrososphaerota	Conexivisphaeria	Conexivisphaerales	Conexivisphaeraceae	Conexivisphaera	Conexivisphaera calida
229980	Archaea	Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum	Aeropyrum camini
178606	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Leptospirillum	Leptospirillum ferriphilum
2903808	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NBC_01276
985052	Archaea	Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta moutnovskia
2745482	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas kermanshahensis
195498	Bacteria	Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus	Picosynechococcus sp. PCC 7117
2956123	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Lilmcdreamyvirus	Lilmcdreamyvirus lilmcdreamy
137779	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas maricaloris
2954678	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FSL K6-1012
2903716	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NBC_01006
1344094	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. HN11
2224	Archaea	Methanobacteriota	Methanomicrobia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix thermoacetophila
1127744	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. JS
69525	Archaea	Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema pellirubrum
399742	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. 638
3002901	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. JS3073
3035452	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. FE4
2126069	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. LBUM920
2018067	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. FDAARGOS_380
2961531	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. KHPS1
2903591	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia	Nocardia sp. NBC_00511
2810070	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter sp. Colony158
2903627	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NBC_00158
2903800	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NBC_01259
2864209	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella alkalitolerans
2903611	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NBC_00015
2926850	Archaea	Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Infirmifilum	Infirmifilum sp. NZ
2845439	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ceduovirus	Ceduovirus PCB1
1439319	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter sp. MGH 55
2845177	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ceduovirus	Ceduovirus cv62606
2845392	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ceduovirus	Ceduovirus CHPC122
2955887	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Casjensviridae	Fengtaivirus	Fengtaivirus Axp2
1990687	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus oxybenzonivorans
2654238	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. DTU12.1
3042028	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. PMCC200344
35742	Archaea	Methanobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sinaiiensis
2975751	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NBC_00464
10261	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Avipoxvirus	Fowlpox virus
74349	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter guttiformis
125593	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Trichogramma pretiosum
167957	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Aedes albopictus
200254	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	Aromatoleum buckelii
307461	Viruses	unclassified Viruses phylum	Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	Apocheima cinerarium nucleopolyhedrovirus
672794	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Amoebophilaceae	Candidatus Cardinium	Cardinium endosymbiont of Bemisia tabaci
1132836	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. CCGE 510
2060092	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Demerecviridae	Cetovirus	Cetovirus ceto
2169798	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Charlievirus	Charlievirus butters
2686228	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Mementomorivirus	Microbacterium phage Matzah
2734251	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Maxrubnervirus	Maxrubnervirus PMBT3
2822847	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. SCSIO 43101
2846052	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Mydovirus	Mydovirus Ro1
2954579	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FSL M8-0350
2956051	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Karamvirus	Karamvirus petcm34
2956059	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Kimonavirus	Kimonavirus kimona
2956571	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Turbidovirus	Turbidovirus joshkayV
2969431	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae complex sp. R_G8
3060171	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Ludhianavirus	Ludhianavirus D3
2734105	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Eponavirus	Eponavirus epona
2995143	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas sp. SL130
1105171	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Bacteroides phage B124-14
1972134	Bacteria	Pseudomonadota	Gammaproteobacteria	unclassified Gammaproteobacteria order	unclassified Gammaproteobacteria family	Candidatus Nardonella	endosymbiont of Sipalinus gigas
301375	Archaea	Methanobacteriota	Methanomicrobia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix harundinacea
2219057	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. LG1E9
2005885	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. S063
1846278	Archaea	Nitrososphaerota	unclassified Nitrososphaerota class	unclassified Nitrososphaerota order	unclassified Nitrososphaerota family	Candidatus Nitrosotenuis	Candidatus Nitrosotenuis aquarius
2821536	Bacteria	Acidobacteriota	Blastocatellia	unclassified Blastocatellia order	unclassified Blastocatellia family	Chloracidobacterium	Chloracidobacterium sp. D
2979461	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Qipengyuania	Qipengyuania sp. SS22
2718876	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. SyP6R
1922225	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter sp. Alg231-14
3025408	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Bacillus phage 0105phi7-2
2696356	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Arawnvirus	Arawnvirus arawn
2955559	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Suoliviridae	Buorbuivirus	Buorbuivirus hominis
2965074	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas serbica
278132	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Limimaricola	Limimaricola hongkongensis
2681470	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydiifrater	Chlamydiifrater volucris
61858	Archaea	Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natronorubrum	Natronorubrum bangense
2846064	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Whackvirus	Whackvirus whack
2175329	Viruses	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Macluravirus	Yam chlorotic necrosis virus
3031113	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Sphaerisporangium	Sphaerisporangium sp. TRM90804
1120045	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium grahamii
2955874	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Peduoviridae	Evevirus	Evevirus ev239
2502979	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Ectopseudomonas	Ectopseudomonas khazarica
1670455	Archaea	Thermoproteota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfodiicoccus	Sulfodiicoccus acidiphilus
2866381	Archaea	Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halalkaliarchaeum	Halalkaliarchaeum sp. AArc-CO
2560463	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Asteriusvirus	Asteriusvirus PBECO4
2873269	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera sp. CRP
2975906	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NBC_01643
406552	Archaea	Methanobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema sp. J7-2
2560485	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Betterkatzvirus	Betterkatzvirus betterkatz
3048326	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Mardivirus	Mardivirus spheniscidalpha1
1968	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces cellulosae
3066133	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont (group A) of Clivina fossor
159183	Viruses	Nucleocytoviricota	Megaviricetes	Pimascovirales	Iridoviridae	Lymphocystivirus	Lymphocystis disease virus 2
181082	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Coccolithovirus	Emiliania huxleyi virus 86
1968788	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium sp. CBMA 213
2845188	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Audreyjarvisvirus	Audreyjarvisvirus AM1
2903762	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NBC_01178
3060523	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Pavtokvirus	Pavtokvirus PEp14
1166130	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. R4-368
2975623	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NBC_00019
699370	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Thermus phage TMA
2844848	Viruses	Lenarviricota	Leviviricetes	Timlovirales	Steitzviridae	Hohrdovirus	Hohrdovirus pedovicinum
10506	Viruses	Nucleocytoviricota	Megaviricetes	Algavirales	Phycodnaviridae	Chlorovirus	Paramecium bursaria Chlorella virus 1
1234606	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Gayadomonas	Gayadomonas joobiniege
671267	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sartorii
10276	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Suipoxvirus	Swinepox virus
10756	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Salasmaviridae	Salasvirus	Salasvirus phi29
79918	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Pomovirus	Broad bean necrosis virus
80849	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Brugia malayi
83380	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces althioticus
88916	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella spielmanii
122291	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Kappapapillomavirus	Kappapapillomavirus 1
173566	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Varicellovirus	Equid herpesvirus 6
227470	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Straboviridae	Cinqassovirus	Cinqassovirus aeh1
242527	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Lessievirus	Lessievirus bcep22
396359	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Clostridium phage phiSM101
871584	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Clostridium phage phiCTP1
1036614	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Cheoctovirus	Mycobacterium virus Mutaforma13
1076255	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Centapoxvirus	Yokapox virus
1211641	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Shapirovirus	Caulobacter virus Karma
1218492	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Bombilactobacillus	Bombilactobacillus mellifer
1461743	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Vibrio phage PVA1
1511776	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Gallivirus	Gallivirus A
1557035	Viruses	Preplasmiviricota	Maveriviricetes	Priklausovirales	Lavidaviridae	unclassified Lavidaviridae genus	Yellowstone Lake virophage 7
1895333	Viruses	Taleaviricota	Tokiviricetes	Ligamenvirales	Rudiviridae	Rudivirus	Sulfolobus islandicus rudivirus 3
1918193	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Helsingorvirus	Helsingorvirus Cba121
1926290	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Cryobacterium	Cryobacterium sp.
1980964	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Kayvirus	Kayvirus S254
1982570	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Tinduovirus	Tinduovirus TIN2
1983750	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Vilmaviridae	Bongovirus	Bongovirus bongo
1984778	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Agricanvirus	Agricanvirus Ea3570
1987017	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Tibrovirus	Tibrovirus congo
2486281	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	unclassified Paramyxoviridae genus	Feline paramyxovirus 163
2560409	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Gofduovirus	Gofduovirus GF2
2560430	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Efquatrovirus	Efquatrovirus SHEF2
2734126	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Nodensvirus	Nodensvirus spm2
2734140	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	Salacisavirus	Salacisavirus pssm2
2734290	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Mesyanzhinovviridae	Vojvodinavirus	Bordetella virus MW2
2805427	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura luzonensis
2823109	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces liliiviolaceus
2840467	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Mycoavidus	Mycoavidus sp. HKI
